time_s,voltage,current,temperature,capacity_ahr,cycle_number,start_time,ambient_temperature
0.0,4.122635846291491,-0.0006074349136117565,43.41517780938604,1.697507332205763,2,2009-04-07T16:31:01,43
9.358999999999998,4.122758586822445,-0.00032066021316996915,43.40626577176862,1.697507332205763,2,2009-04-07T16:31:01,43
19.453,3.8045444413968794,-4.0242058897714,43.44300568010792,1.697507332205763,2,2009-04-07T16:31:01,43
28.781000000000002,3.7792997089584865,-4.0211881044281785,43.55895892484553,1.697507332205763,2,2009-04-07T16:31:01,43
38.156000000000006,3.7589069377472395,-4.022193608909733,43.72155018599956,1.697507332205763,2,2009-04-07T16:31:01,43
47.516,3.741408470691656,-4.022328305816472,43.88622270502331,1.697507332205763,2,2009-04-07T16:31:01,43
56.843999999999994,3.726137410600065,-4.022030406410107,44.062930407879854,1.697507332205763,2,2009-04-07T16:31:01,43
66.219,3.712159255383393,-4.024402982095126,44.26603481239899,1.697507332205763,2,2009-04-07T16:31:01,43
75.531,3.699320110081699,-4.02147461027646,44.47657261673918,1.697507332205763,2,2009-04-07T16:31:01,43
84.844,3.6871500715704704,-4.0221230371725865,44.63494259348186,1.697507332205763,2,2009-04-07T16:31:01,43
94.141,3.6759036129816014,-4.023660760154148,44.852534235093835,1.697507332205763,2,2009-04-07T16:31:01,43
103.5,3.6650353455074214,-4.020012308551312,45.03474882479476,1.697507332205763,2,2009-04-07T16:31:01,43
112.859,3.6549029944196887,-4.023115575492921,45.20593171148314,1.697507332205763,2,2009-04-07T16:31:01,43
122.281,3.6455386456591645,-4.024423802247087,45.42603904221644,1.697507332205763,2,2009-04-07T16:31:01,43
131.625,3.6369754038036843,-4.023274493799255,45.624218415128915,1.697507332205763,2,2009-04-07T16:31:01,43
141.016,3.6293281531550274,-4.023368738165938,45.75273907045649,1.697507332205763,2,2009-04-07T16:31:01,43
150.375,3.622168692930865,-4.022319204930279,45.91825152889412,1.697507332205763,2,2009-04-07T16:31:01,43
159.688,3.6152991626957593,-4.024052986240762,46.08464883553829,1.697507332205763,2,2009-04-07T16:31:01,43
169.047,3.608936429929418,-4.022976087830028,46.234636723505176,1.697507332205763,2,2009-04-07T16:31:01,43
178.344,3.602880706937038,-4.022959533864147,46.3797992507442,1.697507332205763,2,2009-04-07T16:31:01,43
187.703,3.5972183298985843,-4.022284186822549,46.48020844422439,1.697507332205763,2,2009-04-07T16:31:01,43
197.063,3.5918001956064343,-4.022940168700212,46.58956849812543,1.697507332205763,2,2009-04-07T16:31:01,43
206.406,3.58667726800347,-4.023245720801145,46.78333440979402,1.697507332205763,2,2009-04-07T16:31:01,43
215.76600000000002,3.581685929986187,-4.024522478368483,46.8725017874132,1.697507332205763,2,2009-04-07T16:31:01,43
225.109,3.576918959285616,-4.022494090246671,46.97999379651319,1.697507332205763,2,2009-04-07T16:31:01,43
234.453,3.572397722394494,-4.023377585777586,47.12767831984375,1.697507332205763,2,2009-04-07T16:31:01,43
243.844,3.567794406562422,-4.022946617111131,47.232179510239185,1.697507332205763,2,2009-04-07T16:31:01,43
253.203,3.563460856899873,-4.023464712394974,47.321840076587954,1.697507332205763,2,2009-04-07T16:31:01,43
262.547,3.5592982359262515,-4.021574094646155,47.44342540702288,1.697507332205763,2,2009-04-07T16:31:01,43
271.875,3.5551947195235614,-4.021952300385279,47.61750192605623,1.697507332205763,2,2009-04-07T16:31:01,43
281.203,3.551231892376662,-4.024239155438853,47.696716528384854,1.697507332205763,2,2009-04-07T16:31:01,43
290.516,3.5473761430923316,-4.023691507209673,47.760644921269915,1.697507332205763,2,2009-04-07T16:31:01,43
299.844,3.5434808182278035,-4.0232625720056445,47.917185869828714,1.697507332205763,2,2009-04-07T16:31:01,43
309.141,3.5396797494710275,-4.023428557935806,48.041624823571325,1.697507332205763,2,2009-04-07T16:31:01,43
318.438,3.536124596384994,-4.022746358682316,48.08831908565793,1.697507332205763,2,2009-04-07T16:31:01,43
327.813,3.5323418282996815,-4.021665429150858,48.21001329298121,1.697507332205763,2,2009-04-07T16:31:01,43
337.172,3.52875702159323,-4.02391840324394,48.320307007160906,1.697507332205763,2,2009-04-07T16:31:01,43
346.531,3.525069712051668,-4.021071238592699,48.43308818761291,1.697507332205763,2,2009-04-07T16:31:01,43
355.875,3.521284239021499,-4.023280973790731,48.517619511900406,1.697507332205763,2,2009-04-07T16:31:01,43
365.156,3.5177797639199277,-4.022203476080142,48.60757680076582,1.697507332205763,2,2009-04-07T16:31:01,43
374.453,3.514323198656676,-4.021534013985282,48.70689247230986,1.697507332205763,2,2009-04-07T16:31:01,43
383.828,3.510748231993819,-4.022672351438298,48.84212132868739,1.697507332205763,2,2009-04-07T16:31:01,43
393.172,3.5072170105658227,-4.02269347899538,48.92195560026256,1.697507332205763,2,2009-04-07T16:31:01,43
402.609,3.5036985885573517,-4.023415557130217,48.971117216249944,1.697507332205763,2,2009-04-07T16:31:01,43
411.938,3.500213661245631,-4.022493854312317,49.0783889333694,1.697507332205763,2,2009-04-07T16:31:01,43
