time_s,voltage,current,temperature,capacity_ahr,cycle_number,start_time,ambient_temperature
0.0,4.18669249732225,-0.0021091286456950743,4.842367203458604,0.055620243768194036,1,2010-06-16T10:39:50,4
9.390999999999998,4.18729715087111,-0.0007242120564963354,4.851633920548016,0.055620243768194036,1,2010-06-16T10:39:50,4
21.156000000000002,3.368703009243358,-4.026031726127696,5.083024071185778,0.055620243768194036,1,2010-06-16T10:39:50,4
32.125,3.2403180335654747,-4.026378529894783,5.528980308952707,0.055620243768194036,1,2010-06-16T10:39:50,4
43.063,3.029488394702108,-4.027231208258329,6.039561811626534,0.055620243768194036,1,2010-06-16T10:39:50,4
54.016,2.7021532090441305,-4.025610326317969,6.7210288159873635,0.055620243768194036,1,2010-06-16T10:39:50,4
65.0,2.277444677725721,-4.026494450929136,7.563254729563877,0.055620243768194036,1,2010-06-16T10:39:50,4
76.047,1.9487619326826215,-3.7572262901579294,8.538130259439397,0.055620243768194036,1,2010-06-16T10:39:50,4
87.25,3.8790957786468194,-0.002724538817029106,9.440948513465234,0.055620243768194036,1,2010-06-16T10:39:50,4
98.641,3.964034097655262,-0.003390824026026912,9.800690675533467,0.055620243768194036,1,2010-06-16T10:39:50,4
110.031,4.0033649490740935,-0.004020961346571036,9.925006929139913,0.055620243768194036,1,2010-06-16T10:39:50,4
121.438,4.027616729192781,-0.002554937066495013,9.899907482369345,0.055620243768194036,1,2010-06-16T10:39:50,4
132.766,4.0442717199763205,-0.0023798874345111816,9.84345303577921,0.055620243768194036,1,2010-06-16T10:39:50,4
144.125,4.056427211855517,-0.0030624548491443786,9.83242265586345,0.055620243768194036,1,2010-06-16T10:39:50,4
155.453,4.06607867019725,-0.0027625751620591614,9.783563265332374,0.055620243768194036,1,2010-06-16T10:39:50,4
166.891,4.07353729255014,-0.0017943594063553514,9.672828081385065,0.055620243768194036,1,2010-06-16T10:39:50,4
178.219,4.080066925435291,-0.0010104544442572753,9.575132138054295,0.055620243768194036,1,2010-06-16T10:39:50,4
189.609,4.085516685729473,-0.0028216019745016777,9.50359767973129,0.055620243768194036,1,2010-06-16T10:39:50,4
200.984,4.090039753045032,-0.0025514020681616473,9.441147591890514,0.055620243768194036,1,2010-06-16T10:39:50,4
212.375,4.094189847895265,-0.0021325233751752354,9.374483281936982,0.055620243768194036,1,2010-06-16T10:39:50,4
223.766,4.097800367889921,-0.001793182308666727,9.268165420596963,0.055620243768194036,1,2010-06-16T10:39:50,4
235.141,4.100731647805047,-0.00035990858669215095,9.249814512855188,0.055620243768194036,1,2010-06-16T10:39:50,4
246.547,4.103590824494891,-0.0010355082906158485,9.174679587433516,0.055620243768194036,1,2010-06-16T10:39:50,4
257.859,4.106131973866471,-0.0034278452952295037,9.047074009132086,0.055620243768194036,1,2010-06-16T10:39:50,4
269.219,4.108123965066559,-0.0025061812525181636,8.977543999620853,0.055620243768194036,1,2010-06-16T10:39:50,4
280.578,4.110447717996232,-0.005001925823112712,8.929463419369979,0.055620243768194036,1,2010-06-16T10:39:50,4
291.938,4.112049225825479,-0.0017458891000168206,8.869227004582346,0.055620243768194036,1,2010-06-16T10:39:50,4
303.281,4.1140495682786655,-0.0021560448184950835,8.79831898696304,0.055620243768194036,1,2010-06-16T10:39:50,4
314.672,4.115245701496257,-0.0027123779615583305,8.737100291887321,0.055620243768194036,1,2010-06-16T10:39:50,4
326.031,4.116546700407826,-0.0017812970645529162,8.686132856915368,0.055620243768194036,1,2010-06-16T10:39:50,4
337.344,4.117771119986959,9.204668341945352e-06,8.641673839069895,0.055620243768194036,1,2010-06-16T10:39:50,4
348.672,4.11880068775663,-0.0045241015030326875,8.555739161389296,0.055620243768194036,1,2010-06-16T10:39:50,4
360.078,4.120255779337005,-0.001663804681703998,8.499832337326069,0.055620243768194036,1,2010-06-16T10:39:50,4
371.438,4.121026285088278,-0.0006230625670797164,8.464486402878485,0.055620243768194036,1,2010-06-16T10:39:50,4
382.844,4.122000163055437,0.00020128115577912396,8.408388332022133,0.055620243768194036,1,2010-06-16T10:39:50,4
394.156,4.122833685271512,-0.0029279786041040553,8.343837937026723,0.055620243768194036,1,2010-06-16T10:39:50,4
405.453,4.123776440666872,-0.0022191730466287955,8.31504310945947,0.055620243768194036,1,2010-06-16T10:39:50,4
416.813,4.124308736909399,-0.0026099925682097494,8.280633591871895,0.055620243768194036,1,2010-06-16T10:39:50,4
428.188,4.12519534887741,-0.0018707095087448096,8.229101704518381,0.055620243768194036,1,2010-06-16T10:39:50,4
439.578,4.1259842397868605,-0.0036149716298684146,8.164083423277162,0.055620243768194036,1,2010-06-16T10:39:50,4
450.984,4.126578019967977,-0.003792009112016396,8.131488629167508,0.055620243768194036,1,2010-06-16T10:39:50,4
