time_s,voltage,current,temperature,capacity_ahr,cycle_number,start_time,ambient_temperature
0.0,3.8454913513399713,-0.0008711091496250029,9.292640050962104,0.8583727215167135,1,2010-08-23T17:51:09,4
9.313000000000002,3.8462292855248927,-0.0009530189247450627,9.298540811354455,0.8583727215167135,1,2010-08-23T17:51:09,4
19.406,3.482747114513102,-2.009770153932727,9.276107406369094,0.8583727215167135,1,2010-08-23T17:51:09,4
28.796999999999997,3.4573832602134855,-2.0145870671728967,9.293920229116523,0.8583727215167135,1,2010-08-23T17:51:09,4
38.141,3.435799617065229,-2.0125379593744332,9.296387117190989,0.8583727215167135,1,2010-08-23T17:51:09,4
47.563,3.416136125503195,-2.0131578328335187,9.364167210408953,0.8583727215167135,1,2010-08-23T17:51:09,4
56.953,3.3974245902473923,-2.0136303074926363,9.38653668294033,0.8583727215167135,1,2010-08-23T17:51:09,4
66.235,3.3794927950035447,-2.0136110185322047,9.480905180530753,0.8583727215167135,1,2010-08-23T17:51:09,4
75.625,3.361163514408139,-2.0131496762763734,9.54807960231154,0.8583727215167135,1,2010-08-23T17:51:09,4
85.0,3.3433605282317957,-2.0129427173275993,9.610063619466919,0.8583727215167135,1,2010-08-23T17:51:09,4
94.344,3.325274632165315,-2.0136818772587466,9.706352667469451,0.8583727215167135,1,2010-08-23T17:51:09,4
103.75,3.306796214188553,-2.014387648579439,9.769295831427009,0.8583727215167135,1,2010-08-23T17:51:09,4
113.11,3.2884785949370636,-2.01289407477009,9.861875314337006,0.8583727215167135,1,2010-08-23T17:51:09,4
122.469,3.2698535110850178,-2.011976334711629,9.934947104718328,0.8583727215167135,1,2010-08-23T17:51:09,4
131.86,3.2512326765074966,-2.010276245263687,10.038894403167845,0.8583727215167135,1,2010-08-23T17:51:09,4
141.235,3.2328340848673096,-2.0108609518989238,10.11304136927629,0.8583727215167135,1,2010-08-23T17:51:09,4
150.61,3.2151326958875837,-2.0121717961134027,10.226187960990467,0.8583727215167135,1,2010-08-23T17:51:09,4
159.953,3.199262876563487,-2.0124702978010167,10.336212812584497,0.8583727215167135,1,2010-08-23T17:51:09,4
169.328,3.1847733328545935,-2.011039301981956,10.432218851060831,0.8583727215167135,1,2010-08-23T17:51:09,4
178.688,3.1731644144580264,-2.0122356159390704,10.522060771107837,0.8583727215167135,1,2010-08-23T17:51:09,4
188.0,3.164260132030428,-2.013993405678631,10.63092049851604,0.8583727215167135,1,2010-08-23T17:51:09,4
197.313,3.1582859909159,-2.0136166078421365,10.64614975200929,0.8583727215167135,1,2010-08-23T17:51:09,4
206.672,3.1546251382520185,-2.013982559172993,10.752738050385602,0.8583727215167135,1,2010-08-23T17:51:09,4
216.0,3.1530842944383344,-2.012972080990344,10.918265198742528,0.8583727215167135,1,2010-08-23T17:51:09,4
225.328,3.1532935404398414,-2.015197604663522,10.97822036070021,0.8583727215167135,1,2010-08-23T17:51:09,4
234.641,3.1546052974447734,-2.0118292758095033,11.116870458470045,0.8583727215167135,1,2010-08-23T17:51:09,4
243.953,3.157173950417487,-2.011529108704717,11.217015840617847,0.8583727215167135,1,2010-08-23T17:51:09,4
253.281,3.160177790601981,-2.0136441378178374,11.313960122563326,0.8583727215167135,1,2010-08-23T17:51:09,4
262.656,3.163728239377703,-2.0133475193356727,11.409930063212018,0.8583727215167135,1,2010-08-23T17:51:09,4
272.0,3.167306809077205,-2.0123939380447666,11.532982687089223,0.8583727215167135,1,2010-08-23T17:51:09,4
